<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MRKY;60;01/10/24;16:00:00;0.06345;0.06375;0.06255;0.0637;13790000
MRKY;60;01/10/24;17:00:00;0.0637;0.0641;0.0636;0.0641;6380000
MRKY;60;01/10/24;18:00:00;0.0641;0.06415;0.06385;0.0641;2330000
MRKY;60;01/10/24;19:00:00;0.0639;0.0639;0.0638;0.0639;700000
MRKY;60;02/10/24;11:00:00;0.0635;0.06445;0.0635;0.06415;2640000
MRKY;60;02/10/24;12:00:00;0.06415;0.06465;0.064;0.06465;10590000
MRKY;60;02/10/24;13:00:00;0.06465;0.0648;0.0642;0.0643;1390000
MRKY;60;02/10/24;14:00:00;0.06445;0.0653;0.064;0.06455;10810000
MRKY;60;02/10/24;15:00:00;0.06455;0.06485;0.06435;0.0647;2690000
MRKY;60;02/10/24;16:00:00;0.0647;0.0648;0.06405;0.0645;3790000
MRKY;60;02/10/24;17:00:00;0.06445;0.06455;0.064;0.06425;3690000
MRKY;60;02/10/24;18:00:00;0.06425;0.0643;0.0635;0.06395;2200000
MRKY;60;02/10/24;19:00:00;0.0637;0.0637;0.0629;0.0631;2950000
MRKY;60;03/10/24;11:00:00;0.0629;0.06365;0.0627;0.06335;5980000
MRKY;60;03/10/24;12:00:00;0.06325;0.06325;0.0631;0.06325;220000
MRKY;60;03/10/24;13:00:00;0.0631;0.0631;0.06185;0.06225;17420000
MRKY;60;03/10/24;14:00:00;0.06225;0.06225;0.0611;0.0611;6100000
MRKY;60;03/10/24;15:00:00;0.06135;0.0616;0.06125;0.0616;1480000
MRKY;60;03/10/24;16:00:00;0.06155;0.0622;0.06155;0.0619;11140000
MRKY;60;03/10/24;17:00:00;0.06185;0.0621;0.0618;0.06185;1130000
MRKY;60;03/10/24;18:00:00;0.062;0.06215;0.06195;0.06205;860000
MRKY;60;03/10/24;19:00:00;0.06195;0.06215;0.06195;0.06205;2740000
MRKY;60;04/10/24;11:00:00;0.062;0.06235;0.06115;0.0622;11170000
MRKY;60;04/10/24;12:00:00;0.0622;0.06245;0.0622;0.0624;1570000
MRKY;60;04/10/24;13:00:00;0.06245;0.0625;0.0623;0.06235;550000
MRKY;60;04/10/24;14:00:00;0.0623;0.0623;0.06225;0.06225;100000
MRKY;60;04/10/24;15:00:00;0.06225;0.0624;0.06215;0.0624;1170000
MRKY;60;04/10/24;16:00:00;0.06225;0.06225;0.06165;0.06185;2660000
MRKY;60;04/10/24;17:00:00;0.06195;0.06195;0.06185;0.06195;250000
MRKY;60;04/10/24;18:00:00;0.06195;0.06195;0.0617;0.0619;410000
MRKY;60;04/10/24;19:00:00;0.0619;0.06205;0.0619;0.06195;250000
MRKY;60;07/10/24;11:00:00;0.0619;0.0624;0.0618;0.06195;6730000
MRKY;60;07/10/24;12:00:00;0.062;0.0622;0.06195;0.0622;850000
MRKY;60;07/10/24;13:00:00;0.0622;0.0622;0.06175;0.06195;2160000
MRKY;60;07/10/24;14:00:00;0.0619;0.0619;0.06175;0.06185;230000
MRKY;60;07/10/24;15:00:00;0.06185;0.0619;0.06185;0.06185;120000
MRKY;60;07/10/24;16:00:00;0.06185;0.06185;0.0617;0.0617;470000
MRKY;60;07/10/24;17:00:00;0.0617;0.06175;0.06165;0.0617;1570000
MRKY;60;07/10/24;18:00:00;0.0617;0.0617;0.0616;0.0616;600000
MRKY;60;07/10/24;19:00:00;0.0616;0.0617;0.0616;0.0617;650000
MRKY;60;08/10/24;11:00:00;0.06145;0.062;0.06115;0.06155;4180000
MRKY;60;08/10/24;12:00:00;0.0614;0.0616;0.06055;0.0613;11310000
MRKY;60;08/10/24;13:00:00;0.0611;0.0613;0.0609;0.06115;3290000
MRKY;60;08/10/24;14:00:00;0.0613;0.0613;0.061;0.0613;1400000
MRKY;60;08/10/24;15:00:00;0.0613;0.06135;0.0611;0.06115;1240000
MRKY;60;08/10/24;16:00:00;0.06115;0.06115;0.061;0.061;1560000
MRKY;60;08/10/24;17:00:00;0.06095;0.0612;0.0608;0.0612;1340000
MRKY;60;08/10/24;18:00:00;0.0612;0.0612;0.0611;0.06115;470000
MRKY;60;08/10/24;19:00:00;0.06115;0.06115;0.0609;0.0611;950000
MRKY;60;09/10/24;11:00:00;0.0611;0.06175;0.0607;0.06075;6080000
MRKY;60;09/10/24;12:00:00;0.06075;0.06105;0.06065;0.06085;1170000
MRKY;60;09/10/24;13:00:00;0.0609;0.0609;0.0605;0.0607;2130000
MRKY;60;09/10/24;14:00:00;0.06055;0.06065;0.0605;0.0606;390000
MRKY;60;09/10/24;15:00:00;0.0606;0.0607;0.06055;0.0607;120000
MRKY;60;09/10/24;16:00:00;0.0607;0.0608;0.0603;0.0603;2210000
MRKY;60;09/10/24;17:00:00;0.0605;0.06075;0.0604;0.06055;5730000
MRKY;60;09/10/24;18:00:00;0.06075;0.06085;0.0606;0.0606;1920000
MRKY;60;09/10/24;19:00:00;0.06065;0.06075;0.06065;0.0607;200000
MRKY;60;10/10/24;11:00:00;0.0607;0.0615;0.0607;0.061;2890000
MRKY;60;10/10/24;12:00:00;0.06095;0.06125;0.0607;0.06125;1720000
MRKY;60;10/10/24;13:00:00;0.06105;0.0612;0.06085;0.06085;1080000
MRKY;60;10/10/24;14:00:00;0.0609;0.06095;0.06055;0.06095;2360000
MRKY;60;10/10/24;15:00:00;0.06095;0.061;0.06085;0.06085;580000
MRKY;60;10/10/24;16:00:00;0.06095;0.06105;0.06085;0.06105;70000
MRKY;60;10/10/24;17:00:00;0.061;0.061;0.06085;0.06085;130000
MRKY;60;10/10/24;18:00:00;0.06115;0.06115;0.06085;0.06095;1530000
MRKY;60;10/10/24;19:00:00;0.0609;0.06105;0.0609;0.06105;780000
MRKY;60;11/10/24;11:00:00;0.0612;0.06125;0.06105;0.06105;1230000
MRKY;60;11/10/24;12:00:00;0.06115;0.06115;0.0602;0.0608;4420000
MRKY;60;11/10/24;13:00:00;0.06095;0.06115;0.06075;0.06075;5410000
MRKY;60;11/10/24;14:00:00;0.0609;0.0609;0.06075;0.06075;190000
MRKY;60;11/10/24;15:00:00;0.06085;0.06095;0.06075;0.0609;410000
MRKY;60;11/10/24;16:00:00;0.06095;0.06115;0.06095;0.06105;730000
MRKY;60;11/10/24;17:00:00;0.06105;0.06105;0.06075;0.06075;390000
MRKY;60;11/10/24;18:00:00;0.06095;0.061;0.06095;0.061;70000
MRKY;60;11/10/24;19:00:00;0.06095;0.06095;0.06075;0.06095;880000
MRKY;60;14/10/24;11:00:00;0.0604;0.06075;0.06025;0.06075;1170000
MRKY;60;14/10/24;12:00:00;0.0607;0.06095;0.0607;0.06085;3100000
MRKY;60;14/10/24;13:00:00;0.06085;0.06085;0.06085;0.06085;1150000
MRKY;60;14/10/24;14:00:00;0.06085;0.0609;0.0608;0.0609;1800000
MRKY;60;14/10/24;15:00:00;0.0609;0.06095;0.0609;0.06095;2110000
MRKY;60;14/10/24;16:00:00;0.06095;0.061;0.06075;0.061;2290000
MRKY;60;14/10/24;17:00:00;0.061;0.0612;0.061;0.0611;3150000
MRKY;60;14/10/24;18:00:00;0.0612;0.06125;0.06105;0.0612;2620000
MRKY;60;14/10/24;19:00:00;0.0611;0.0617;0.0611;0.0617;6240000
MRKY;60;15/10/24;11:00:00;0.0617;0.06245;0.0614;0.0619;10770000
MRKY;60;15/10/24;12:00:00;0.062;0.06225;0.06185;0.06225;5000000
MRKY;60;15/10/24;13:00:00;0.0622;0.06245;0.0622;0.0623;2000000
MRKY;60;15/10/24;14:00:00;0.06235;0.06235;0.0615;0.0618;6930000
MRKY;60;15/10/24;15:00:00;0.0618;0.06185;0.061;0.06165;10630000
MRKY;60;15/10/24;16:00:00;0.0617;0.0619;0.06135;0.06175;3770000
MRKY;60;15/10/24;17:00:00;0.0615;0.06155;0.06125;0.0615;3060000
MRKY;60;15/10/24;18:00:00;0.0615;0.06155;0.06125;0.0615;1770000
MRKY;60;15/10/24;19:00:00;0.0615;0.0616;0.06135;0.0616;1830000
MRKY;60;16/10/24;11:00:00;0.06165;0.0638;0.0616;0.0635;32150000
MRKY;60;16/10/24;12:00:00;0.06335;0.06605;0.0631;0.06495;128660000
MRKY;60;16/10/24;13:00:00;0.06495;0.06495;0.0633;0.06415;33890000
MRKY;60;16/10/24;14:00:00;0.06395;0.06405;0.06355;0.0638;12480000
MRKY;60;16/10/24;15:00:00;0.0638;0.0638;0.0633;0.0633;4460000
MRKY;60;16/10/24;16:00:00;0.06345;0.0635;0.0633;0.0633;1460000
MRKY;60;16/10/24;17:00:00;0.0633;0.0634;0.063;0.0633;2460000
MRKY;60;16/10/24;18:00:00;0.06325;0.0633;0.06245;0.0625;16370000
MRKY;60;16/10/24;19:00:00;0.0627;0.06375;0.0626;0.06325;7250000
MRKY;60;17/10/24;11:00:00;0.06385;0.06465;0.06375;0.06445;17490000
MRKY;60;17/10/24;12:00:00;0.0646;0.0651;0.0641;0.06485;14610000
MRKY;60;17/10/24;13:00:00;0.0645;0.0647;0.0639;0.06395;5860000
MRKY;60;17/10/24;14:00:00;0.06395;0.06405;0.06365;0.06385;5650000
MRKY;60;17/10/24;15:00:00;0.06385;0.06415;0.06385;0.0641;910000
MRKY;60;17/10/24;16:00:00;0.0641;0.0646;0.0637;0.06385;5110000
MRKY;60;17/10/24;17:00:00;0.0642;0.06425;0.06375;0.06395;1630000
MRKY;60;17/10/24;18:00:00;0.064;0.064;0.0638;0.0638;1240000
MRKY;60;17/10/24;19:00:00;0.0638;0.06385;0.0633;0.06355;6220000
MRKY;60;18/10/24;11:00:00;0.0693;0.0693;0.0638;0.06475;121620000
MRKY;60;18/10/24;12:00:00;0.0648;0.06565;0.0648;0.0652;10190000
MRKY;60;18/10/24;13:00:00;0.0652;0.06535;0.0644;0.0646;12710000
MRKY;60;18/10/24;14:00:00;0.0646;0.06465;0.0641;0.0644;4120000
MRKY;60;18/10/24;15:00:00;0.0644;0.06465;0.0639;0.064;9830000
MRKY;60;18/10/24;16:00:00;0.064;0.06425;0.0639;0.06415;1660000
MRKY;60;18/10/24;17:00:00;0.0641;0.06435;0.0638;0.0639;5490000
MRKY;60;18/10/24;18:00:00;0.0639;0.0658;0.0639;0.06425;13010000
MRKY;60;18/10/24;19:00:00;0.06425;0.06445;0.06415;0.0642;7370000
MRKY;60;21/10/24;11:00:00;0.06335;0.0634;0.0624;0.06305;20730000
MRKY;60;21/10/24;12:00:00;0.06305;0.0632;0.06285;0.0631;1530000
MRKY;60;21/10/24;13:00:00;0.0631;0.0631;0.0623;0.06275;4130000
MRKY;60;21/10/24;14:00:00;0.06275;0.06305;0.0625;0.06305;3780000
MRKY;60;21/10/24;15:00:00;0.063;0.063;0.0628;0.0629;2990000
MRKY;60;21/10/24;16:00:00;0.06285;0.06345;0.0628;0.06285;5190000
MRKY;60;21/10/24;17:00:00;0.06295;0.0632;0.0629;0.0631;1350000
MRKY;60;21/10/24;18:00:00;0.0631;0.0631;0.06295;0.06295;310000
MRKY;60;21/10/24;19:00:00;0.0631;0.0631;0.06285;0.06285;3020000
MRKY;60;22/10/24;11:00:00;0.06285;0.06285;0.062;0.0623;5590000
MRKY;60;22/10/24;12:00:00;0.0623;0.0625;0.06225;0.0625;2000000
MRKY;60;22/10/24;13:00:00;0.0622;0.0625;0.06215;0.06235;810000
MRKY;60;22/10/24;14:00:00;0.06235;0.06235;0.06185;0.062;12480000
MRKY;60;22/10/24;15:00:00;0.062;0.0621;0.062;0.0621;680000
MRKY;60;22/10/24;16:00:00;0.062;0.06225;0.062;0.06225;1940000
MRKY;60;22/10/24;17:00:00;0.06225;0.06225;0.06205;0.06205;2350000
MRKY;60;22/10/24;18:00:00;0.06215;0.06225;0.06205;0.06225;1400000
MRKY;60;22/10/24;19:00:00;0.0622;0.0622;0.0621;0.0621;1380000
MRKY;60;23/10/24;11:00:00;0.0621;0.0622;0.0612;0.0612;2770000
MRKY;60;23/10/24;12:00:00;0.0612;0.0613;0.06105;0.06105;2060000
MRKY;60;23/10/24;13:00:00;0.0612;0.0612;0.06055;0.06105;5580000
MRKY;60;23/10/24;14:00:00;0.0611;0.0612;0.06105;0.0612;840000
MRKY;60;23/10/24;15:00:00;0.06115;0.06115;0.06015;0.06065;22920000
MRKY;60;23/10/24;16:00:00;0.06035;0.06075;0.0603;0.0607;1570000
MRKY;60;23/10/24;17:00:00;0.06075;0.06085;0.06025;0.06085;3370000
MRKY;60;23/10/24;18:00:00;0.0608;0.0608;0.06055;0.06065;690000
MRKY;60;23/10/24;19:00:00;0.06065;0.06065;0.06065;0.06065;900000
MRKY;60;24/10/24;11:00:00;0.0607;0.061;0.0596;0.05965;13820000
MRKY;60;24/10/24;12:00:00;0.0598;0.06015;0.0596;0.05995;3200000
MRKY;60;24/10/24;13:00:00;0.05995;0.06065;0.0595;0.06035;25330000
MRKY;60;24/10/24;14:00:00;0.0602;0.0602;0.0598;0.05985;2140000
MRKY;60;24/10/24;15:00:00;0.06;0.06;0.05975;0.05975;380000
MRKY;60;24/10/24;16:00:00;0.05975;0.0598;0.0597;0.0598;100000
MRKY;60;24/10/24;17:00:00;0.0599;0.0604;0.0599;0.0604;5700000
MRKY;60;24/10/24;18:00:00;0.0604;0.06115;0.0604;0.0609;5230000
MRKY;60;24/10/24;19:00:00;0.06085;0.061;0.06085;0.061;620000
MRKY;60;25/10/24;11:00:00;0.0608;0.06185;0.0606;0.06175;4480000
MRKY;60;25/10/24;12:00:00;0.06175;0.06175;0.06155;0.06155;820000
MRKY;60;25/10/24;13:00:00;0.0615;0.06155;0.0615;0.0615;4510000
MRKY;60;25/10/24;14:00:00;0.0615;0.06155;0.06095;0.0613;3470000
MRKY;60;25/10/24;15:00:00;0.0613;0.0613;0.061;0.0611;480000
MRKY;60;25/10/24;16:00:00;0.0611;0.0614;0.0607;0.0607;3350000
MRKY;60;25/10/24;17:00:00;0.06065;0.0607;0.05965;0.05965;3170000
MRKY;60;25/10/24;18:00:00;0.05985;0.06015;0.05965;0.06015;880000
MRKY;60;25/10/24;19:00:00;0.06015;0.06015;0.05955;0.0598;6370000
MRKY;60;28/10/24;11:00:00;0.05985;0.05985;0.0577;0.0579;14200000
MRKY;60;28/10/24;12:00:00;0.0579;0.05805;0.0576;0.0578;8580000
MRKY;60;28/10/24;13:00:00;0.05785;0.0583;0.0578;0.05785;14830000
MRKY;60;28/10/24;14:00:00;0.05795;0.05805;0.05785;0.05785;1050000
MRKY;60;28/10/24;15:00:00;0.0581;0.05835;0.05795;0.05795;4480000
MRKY;60;28/10/24;16:00:00;0.058;0.0582;0.05795;0.05795;1660000
MRKY;60;28/10/24;17:00:00;0.05795;0.05795;0.0576;0.0577;2960000
MRKY;60;28/10/24;18:00:00;0.0576;0.0577;0.05625;0.05725;9120000
MRKY;60;28/10/24;19:00:00;0.05725;0.05725;0.05655;0.05665;1540000
MRKY;60;29/10/24;11:00:00;0.05715;0.0578;0.0568;0.05755;8130000
MRKY;60;29/10/24;12:00:00;0.05755;0.0576;0.0572;0.05735;1080000
MRKY;60;29/10/24;13:00:00;0.0572;0.05745;0.0572;0.0574;990000
MRKY;60;29/10/24;14:00:00;0.0574;0.0574;0.05685;0.05695;3650000
MRKY;60;29/10/24;15:00:00;0.05695;0.0573;0.05695;0.0573;1220000
MRKY;60;29/10/24;16:00:00;0.05735;0.0577;0.05735;0.05755;2100000
MRKY;60;29/10/24;17:00:00;0.0577;0.05825;0.05755;0.0578;7380000
MRKY;60;29/10/24;18:00:00;0.0578;0.0589;0.05775;0.0586;6250000
MRKY;60;29/10/24;19:00:00;0.05875;0.05905;0.05875;0.05905;580000
MRKY;60;30/10/24;11:00:00;0.05955;0.06035;0.05955;0.06;6410000
MRKY;60;30/10/24;12:00:00;0.06;0.06145;0.06;0.06055;10120000
MRKY;60;30/10/24;13:00:00;0.06045;0.0608;0.06045;0.0606;780000
MRKY;60;30/10/24;14:00:00;0.0606;0.06075;0.0604;0.0604;500000
MRKY;60;30/10/24;15:00:00;0.0604;0.0605;0.0602;0.0602;990000
MRKY;60;30/10/24;16:00:00;0.06015;0.0602;0.0601;0.0601;150000
MRKY;60;30/10/24;17:00:00;0.0604;0.0604;0.0599;0.06;370000
MRKY;60;30/10/24;18:00:00;0.06005;0.06005;0.05975;0.0599;3410000
MRKY;60;30/10/24;19:00:00;0.05995;0.0601;0.05985;0.0601;570000
MRKY;60;31/10/24;11:00:00;0.0601;0.0601;0.05835;0.05895;10500000
MRKY;60;31/10/24;12:00:00;0.05895;0.059;0.0579;0.05825;8250000
MRKY;60;31/10/24;13:00:00;0.05825;0.0583;0.05735;0.0578;5220000
MRKY;60;31/10/24;14:00:00;0.0578;0.058;0.0578;0.058;2970000
MRKY;60;31/10/24;15:00:00;0.0579;0.058;0.05785;0.05795;990000
MRKY;60;31/10/24;16:00:00;0.05795;0.058;0.05785;0.05795;3840000
MRKY;60;31/10/24;17:00:00;0.0579;0.05795;0.05785;0.05795;120000
MRKY;60;31/10/24;18:00:00;0.05795;0.05795;0.057;0.05715;4620000
MRKY;60;31/10/24;19:00:00;0.05715;0.0578;0.05715;0.0574;2810000
MRKY;60;01/11/24;11:00:00;0.0581;0.0581;0.0573;0.05765;4480000
MRKY;60;01/11/24;12:00:00;0.05735;0.05735;0.05705;0.05705;1440000
MRKY;60;01/11/24;13:00:00;0.05705;0.0571;0.0565;0.0566;3920000
MRKY;60;01/11/24;14:00:00;0.0565;0.05685;0.0565;0.05685;1900000
MRKY;60;01/11/24;15:00:00;0.0568;0.0568;0.05545;0.0564;13700000
MRKY;60;01/11/24;16:00:00;0.0566;0.05675;0.0565;0.0565;1260000
MRKY;60;01/11/24;17:00:00;0.0565;0.05655;0.0561;0.05655;1560000
MRKY;60;01/11/24;18:00:00;0.05655;0.0568;0.0564;0.05665;3910000
MRKY;60;01/11/24;19:00:00;0.0568;0.05695;0.0566;0.05675;1700000
MRKY;60;02/11/24;11:00:00;0.0569;0.05745;0.05645;0.0566;3440000
MRKY;60;02/11/24;12:00:00;0.0564;0.0566;0.05635;0.05635;670000
MRKY;60;02/11/24;13:00:00;0.0563;0.0565;0.0562;0.0562;2120000
MRKY;60;02/11/24;14:00:00;0.0564;0.0564;0.0564;0.0564;70000
MRKY;60;02/11/24;15:00:00;0.05645;0.05675;0.05645;0.05665;270000
MRKY;60;02/11/24;16:00:00;0.05665;0.057;0.05665;0.05685;3650000
MRKY;60;02/11/24;17:00:00;0.0569;0.0569;0.05685;0.05685;280000
MRKY;60;02/11/24;18:00:00;0.05685;0.0569;0.05685;0.05685;3070000
MRKY;60;02/11/24;19:00:00;0.05685;0.0569;0.05685;0.05685;3130000
MRKY;60;05/11/24;11:00:00;0.05695;0.05735;0.05615;0.05735;6130000
MRKY;60;05/11/24;12:00:00;0.0573;0.0574;0.05715;0.0572;770000
MRKY;60;05/11/24;13:00:00;0.0572;0.0572;0.05655;0.05705;4290000
MRKY;60;05/11/24;14:00:00;0.05705;0.05705;0.05695;0.057;2100000
MRKY;60;05/11/24;15:00:00;0.0569;0.0569;0.05645;0.05685;2370000
MRKY;60;05/11/24;16:00:00;0.0566;0.05685;0.0566;0.05685;350000
MRKY;60;05/11/24;17:00:00;0.0568;0.0568;0.0568;0.0568;210000
MRKY;60;05/11/24;18:00:00;0.0568;0.05695;0.0566;0.05695;3180000
MRKY;60;05/11/24;19:00:00;0.05695;0.05705;0.05695;0.05705;2070000
MRKY;60;06/11/24;11:00:00;0.05765;0.0595;0.05705;0.059;54300000
MRKY;60;06/11/24;12:00:00;0.059;0.05945;0.05895;0.05935;9670000
MRKY;60;06/11/24;13:00:00;0.0593;0.05945;0.059;0.0593;5870000
MRKY;60;06/11/24;14:00:00;0.0593;0.05935;0.0589;0.059;5360000
MRKY;60;06/11/24;15:00:00;0.059;0.059;0.05815;0.0585;6150000
MRKY;60;06/11/24;16:00:00;0.05855;0.05855;0.058;0.058;4230000
MRKY;60;06/11/24;17:00:00;0.05785;0.05795;0.0577;0.0579;1810000
MRKY;60;06/11/24;18:00:00;0.0577;0.05795;0.05755;0.05785;2130000
MRKY;60;06/11/24;19:00:00;0.0578;0.0578;0.0577;0.0577;350000
MRKY;60;07/11/24;13:00:00;0.05885;0.0607;0.0588;0.05925;56390000
MRKY;60;07/11/24;14:00:00;0.05925;0.05945;0.0589;0.05935;3150000
MRKY;60;07/11/24;15:00:00;0.0595;0.0595;0.05915;0.0594;2110000
MRKY;60;07/11/24;16:00:00;0.0592;0.061;0.0584;0.0586;30660000
MRKY;60;07/11/24;17:00:00;0.05905;0.05905;0.05865;0.05865;270000
MRKY;60;07/11/24;18:00:00;0.0587;0.0591;0.0587;0.05885;4770000
MRKY;60;07/11/24;19:00:00;0.0591;0.0591;0.05885;0.05895;800000
MRKY;60;08/11/24;11:00:00;0.05925;0.06065;0.0587;0.0601;14430000
MRKY;60;08/11/24;12:00:00;0.05965;0.061;0.0585;0.06065;47330000
MRKY;60;08/11/24;13:00:00;0.0605;0.06065;0.06045;0.06065;1530000
MRKY;60;08/11/24;14:00:00;0.0606;0.0606;0.0603;0.0603;8310000
MRKY;60;08/11/24;15:00:00;0.06055;0.0621;0.06055;0.0609;20610000
MRKY;60;08/11/24;16:00:00;0.0608;0.0609;0.0606;0.0609;1750000
MRKY;60;08/11/24;17:00:00;0.0609;0.0609;0.06055;0.0606;6130000
MRKY;60;08/11/24;18:00:00;0.0606;0.06075;0.0606;0.0606;7320000
MRKY;60;08/11/24;19:00:00;0.0606;0.06115;0.06055;0.0606;2900000
MRKY;60;11/11/24;11:00:00;0.0608;0.06195;0.06045;0.06115;15040000
MRKY;60;11/11/24;12:00:00;0.061;0.0618;0.06095;0.0613;9620000
MRKY;60;11/11/24;13:00:00;0.0613;0.0613;0.0605;0.061;6920000
MRKY;60;11/11/24;14:00:00;0.06085;0.0611;0.0608;0.0608;470000
MRKY;60;11/11/24;15:00:00;0.061;0.061;0.0603;0.0603;4460000
MRKY;60;11/11/24;16:00:00;0.06025;0.0603;0.06005;0.0602;1750000
MRKY;60;11/11/24;17:00:00;0.06025;0.0605;0.06025;0.0604;900000
MRKY;60;11/11/24;18:00:00;0.06035;0.0604;0.05975;0.05995;8270000
MRKY;60;11/11/24;19:00:00;0.05985;0.0625;0.05945;0.0615;33470000
MRKY;60;12/11/24;11:00:00;0.0615;0.0624;0.061;0.0624;11790000
MRKY;60;12/11/24;12:00:00;0.0622;0.0622;0.06155;0.06175;3160000
MRKY;60;12/11/24;13:00:00;0.06155;0.0632;0.0614;0.0614;16010000
MRKY;60;12/11/24;14:00:00;0.06145;0.0615;0.06125;0.06125;440000
MRKY;60;12/11/24;15:00:00;0.0612;0.0613;0.0612;0.0613;1260000
MRKY;60;12/11/24;16:00:00;0.0613;0.0618;0.06115;0.0615;6930000
MRKY;60;12/11/24;17:00:00;0.0615;0.0615;0.0614;0.0614;120000
MRKY;60;12/11/24;18:00:00;0.0616;0.0617;0.06145;0.06165;260000
MRKY;60;12/11/24;19:00:00;0.06165;0.0619;0.0615;0.0617;2510000
MRKY;60;13/11/24;11:00:00;0.06155;0.06275;0.06105;0.06165;16950000
MRKY;60;13/11/24;12:00:00;0.0619;0.062;0.0615;0.0615;2860000
MRKY;60;13/11/24;13:00:00;0.0616;0.06175;0.0614;0.0616;810000
MRKY;60;13/11/24;14:00:00;0.06155;0.0617;0.06135;0.0617;920000
MRKY;60;13/11/24;15:00:00;0.06175;0.06195;0.06155;0.0616;1880000
MRKY;60;13/11/24;16:00:00;0.06165;0.06165;0.06135;0.06145;2830000
MRKY;60;13/11/24;17:00:00;0.06145;0.06195;0.06145;0.06155;1640000
MRKY;60;13/11/24;18:00:00;0.06175;0.06195;0.06175;0.06185;1180000
MRKY;60;13/11/24;19:00:00;0.0616;0.0618;0.0616;0.0618;860000
MRKY;60;14/11/24;11:00:00;0.06135;0.0616;0.06125;0.06135;2210000
MRKY;60;14/11/24;12:00:00;0.06135;0.06155;0.0611;0.0611;4570000
MRKY;60;14/11/24;13:00:00;0.0611;0.0613;0.06055;0.06085;3100000
MRKY;60;14/11/24;14:00:00;0.06085;0.06115;0.06085;0.0609;930000
MRKY;60;14/11/24;15:00:00;0.06105;0.06125;0.06045;0.06105;7400000
MRKY;60;14/11/24;16:00:00;0.06065;0.06085;0.06;0.0605;8370000
MRKY;60;14/11/24;17:00:00;0.0604;0.0604;0.06;0.06;8350000
MRKY;60;14/11/24;18:00:00;0.0602;0.0603;0.06;0.06;6280000
MRKY;60;14/11/24;19:00:00;0.06;0.0607;0.0587;0.0607;32370000
MRKY;60;15/11/24;11:00:00;0.06065;0.0625;0.0606;0.0613;62350000
MRKY;60;15/11/24;12:00:00;0.0614;0.0615;0.06105;0.0615;7020000
MRKY;60;15/11/24;13:00:00;0.06155;0.0616;0.0605;0.06075;9170000
MRKY;60;15/11/24;14:00:00;0.06075;0.0609;0.0607;0.0609;1690000
MRKY;60;15/11/24;15:00:00;0.0609;0.06095;0.06075;0.0609;5050000
MRKY;60;15/11/24;16:00:00;0.0609;0.06095;0.06075;0.0608;2440000
MRKY;60;15/11/24;17:00:00;0.0609;0.06095;0.0609;0.0609;770000
MRKY;60;15/11/24;18:00:00;0.0609;0.0611;0.0609;0.0611;3160000
MRKY;60;15/11/24;19:00:00;0.06115;0.06155;0.0611;0.06155;690000
MRKY;60;18/11/24;11:00:00;0.06085;0.061;0.0605;0.0608;3530000
MRKY;60;18/11/24;12:00:00;0.0609;0.06095;0.06015;0.0603;5370000
MRKY;60;18/11/24;13:00:00;0.0605;0.06055;0.0598;0.0598;4060000
MRKY;60;18/11/24;14:00:00;0.05985;0.0599;0.0596;0.0596;360000
MRKY;60;18/11/24;15:00:00;0.0598;0.0598;0.05955;0.05955;430000
MRKY;60;18/11/24;16:00:00;0.0596;0.0596;0.0593;0.0594;1160000
MRKY;60;18/11/24;17:00:00;0.0593;0.05945;0.05925;0.0594;840000
MRKY;60;18/11/24;18:00:00;0.05945;0.0595;0.05945;0.0595;420000
MRKY;60;18/11/24;19:00:00;0.0595;0.0595;0.05945;0.0595;730000
MRKY;60;19/11/24;11:00:00;0.06005;0.06005;0.0592;0.05925;5100000
MRKY;60;19/11/24;12:00:00;0.05925;0.05965;0.0581;0.0585;10520000
MRKY;60;19/11/24;13:00:00;0.0584;0.05955;0.0577;0.0582;19160000
MRKY;60;19/11/24;14:00:00;0.0582;0.0582;0.0576;0.05805;6620000
MRKY;60;19/11/24;15:00:00;0.05815;0.059;0.05815;0.05835;8850000
MRKY;60;19/11/24;16:00:00;0.0586;0.0587;0.05835;0.05835;1080000
MRKY;60;19/11/24;17:00:00;0.0586;0.0588;0.0578;0.0578;9980000
MRKY;60;19/11/24;18:00:00;0.0581;0.0581;0.0579;0.0581;1380000
MRKY;60;19/11/24;19:00:00;0.05805;0.05825;0.058;0.0581;570000
MRKY;60;20/11/24;11:00:00;0.05845;0.05845;0.05785;0.05785;3320000
MRKY;60;20/11/24;12:00:00;0.05785;0.05795;0.0576;0.0579;1850000
MRKY;60;20/11/24;13:00:00;0.058;0.05825;0.058;0.0582;1970000
MRKY;60;20/11/24;14:00:00;0.0582;0.0582;0.0579;0.0581;1790000
MRKY;60;20/11/24;15:00:00;0.0581;0.05815;0.05805;0.05815;410000
MRKY;60;20/11/24;16:00:00;0.05805;0.05815;0.05805;0.05815;630000
MRKY;60;20/11/24;17:00:00;0.05815;0.05815;0.0579;0.0579;1210000
MRKY;60;20/11/24;18:00:00;0.0577;0.05785;0.0576;0.0578;2410000
MRKY;60;20/11/24;19:00:00;0.0578;0.0578;0.05705;0.05705;5200000
MRKY;60;21/11/24;11:00:00;0.05765;0.05795;0.057;0.0571;1370000
MRKY;60;21/11/24;12:00:00;0.05695;0.0573;0.05665;0.05665;2250000
